Price,Close,High,Low,Open,Volume
Ticker,JPM,JPM,JPM,JPM,JPM
Date,,,,,
2021-01-11,121.57051849365234,121.70260712359358,118.10084714936103,118.51474277290626,15937900
2021-01-12,123.4814453125,124.74954958557369,122.25737505060401,122.79455773746734,18033500
2021-01-13,123.5959701538086,123.98343463778377,121.61455995963331,122.04605846871641,14816800
2021-01-14,124.31806945800781,125.70946125459739,123.2877378328801,123.7192497527221,18565600
2021-01-15,122.0900650024414,124.74074609458248,120.65463941838927,121.02450095887674,27881000
2021-01-19,121.56168365478516,123.90415351439788,121.36795817513188,123.16443043366591,19843800
2021-01-20,119.73880767822266,121.67618363698773,119.27207662479778,121.36797236928443,16028800
2021-01-21,118.73487854003906,119.90611345603486,118.28576384002498,119.49221790537113,13411700
2021-01-22,117.81904602050781,118.35622887117022,116.41885272424436,116.85036466569375,12933200
2021-01-25,116.34838104248047,117.27304165159816,114.53429241281275,116.36599733676431,14212800
2021-01-26,115.87284088134766,117.27303384455251,115.66148567589815,116.90317231298677,11307800
2021-01-27,112.59693145751953,114.34938344441355,112.14780995507773,114.12041190039189,17603900
2021-01-28,114.57833099365234,116.39241969557717,113.59203347119907,114.3933934895444,13761800
2021-01-29,113.31023406982422,115.99614814945748,112.88753702300718,115.52941708088314,14808100
2021-02-01,114.14682006835938,114.54311280373652,113.14290624248248,113.95308113377823,11080700
2021-02-02,117.66050720214844,118.3473947971629,115.55581040464634,116.189862559628,12253600
2021-02-03,119.00788116455078,119.55386537027887,117.57245547069624,117.69574266028955,10600800
2021-02-04,121.74662780761719,122.10768793962869,119.29848692740968,119.29848692740968,12419500
2021-02-05,121.50888061523438,122.83863566683964,120.98051260407664,122.75056761299746,10051300
2021-02-08,123.4110336303711,123.55193713694712,121.68499926805981,121.7026155657063,10136400
2021-02-09,122.91788482666016,123.27013015589395,122.00202547097552,122.785782750224,8614800
2021-02-10,122.98831176757812,124.05386240778357,122.44231414893116,123.28772158075195,10323200
2021-02-11,122.64488220214844,123.77208328414625,121.72022149529012,122.98832607186188,9201000
2021-02-12,124.38851165771484,124.7055377824405,122.40710173750345,122.4511357565229,8324600
2021-02-16,127.38261413574219,127.97264569835623,125.40120456851797,126.4139330763643,12130600
2021-02-17,127.7789077758789,128.02548211559056,126.03525766854015,126.76617926029037,10810100
2021-02-18,128.21043395996094,128.3865566069132,126.28185939818664,126.81024077634005,10587800
2021-02-19,130.350341796875,131.07244855889576,128.44818528078548,128.44818528078548,11969800
2021-02-22,131.5743865966797,132.26127407687972,129.26713641498736,129.3375881356863,11488400
2021-02-23,132.63116455078125,134.1282269906219,131.732921711959,133.4237230667867,16234400
2021-02-24,134.96482849121094,135.40514179320962,132.19086006353746,132.19086006353746,15061400
2021-02-25,133.13314819335938,136.40908084178506,132.6135816257489,135.85429511590357,18127700
2021-02-26,129.60182189941406,132.86013780265938,129.02060508801296,132.3581876017557,19829200
